"state","date","day","hour"
"SP","2017-11","Tuesday  ","17"
"ES","2017-11","Sunday   ","12"
"SP","2017-11","Friday   ","15"
"PR","2018-06","Wednesday","15"
"SP","2018-03","Thursday ","00"
"CE","2018-08","Wednesday","14"
"SP","2017-02","Sunday   ","20"
"SP","2017-07","Thursday ","18"
"PR","2018-07","Thursday ","20"
"PR","2017-02","Wednesday","21"
"RJ","2018-01","Thursday ","18"
"SP","2018-07","Thursday ","21"
"MG","2017-12","Saturday ","22"
"RS","2018-03","Friday   ","10"
"SP","2017-03","Wednesday","19"
"SC","2018-03","Friday   ","21"
"SP","2018-05","Saturday ","23"
"MG","2017-12","Thursday ","15"
"SP","2018-06","Saturday ","18"
"MG","2018-08","Sunday   ","20"
"SP","2018-08","Saturday ","00"
"SP","2018-01","Friday   ","16"
"SE","2017-02","Thursday ","12"
"SP","2017-09","Monday   ","11"
"SP","2017-06","Friday   ","16"
"RJ","2018-07","Monday   ","23"
"SP","2017-05","Thursday ","14"
"RJ","2017-12","Tuesday  ","21"
"SP","2017-11","Friday   ","19"
"SP","2018-06","Saturday ","16"
"SP","2018-02","Wednesday","15"
"SP","2017-07","Monday   ","17"
"RJ","2017-02","Wednesday","11"
"SP","2018-04","Thursday ","13"
"RJ","2018-07","Wednesday","21"
"MG","2018-02","Friday   ","12"
"SP","2018-03","Thursday ","10"
"SP","2018-03","Thursday ","10"
"BA","2017-03","Thursday ","22"
"SP","2017-05","Tuesday  ","17"
"PR","2018-03","Saturday ","18"
"SP","2018-03","Thursday ","12"
"GO","2018-02","Thursday ","21"
"GO","2018-02","Thursday ","21"
"SC","2017-03","Friday   ","19"
"SP","2017-06","Thursday ","18"
"SP","2018-03","Friday   ","13"
"RJ","2017-10","Sunday   ","14"
"PR","2018-07","Wednesday","16"
"PR","2018-07","Wednesday","16"
"SP","2017-11","Wednesday","13"
"SP","2017-04","Sunday   ","23"
"SP","2017-07","Saturday ","19"
"SP","2018-04","Sunday   ","22"
"BA","2017-12","Tuesday  ","14"
"SP","2018-03","Tuesday  ","21"
"MG","2017-10","Thursday ","19"
"PA","2017-06","Sunday   ","18"
"SP","2017-11","Friday   ","10"
"DF","2017-11","Friday   ","19"
"SP","2018-08","Thursday ","06"
"SP","2017-05","Friday   ","11"
"SP","2018-01","Thursday ","14"
"MG","2018-02","Wednesday","13"
"SP","2018-07","Friday   ","21"
"SP","2018-03","Sunday   ","02"
"SP","2017-07","Tuesday  ","12"
"SP","2017-07","Tuesday  ","12"
"PR","2018-01","Sunday   ","11"
"SP","2017-09","Tuesday  ","17"
"SP","2017-09","Tuesday  ","17"
"SP","2017-12","Monday   ","13"
"MT","2017-10","Monday   ","22"
"SP","2018-07","Thursday ","10"
"PR","2017-04","Saturday ","10"
"RS","2018-03","Saturday ","21"
"SC","2018-07","Tuesday  ","17"
"RJ","2017-12","Tuesday  ","18"
"RJ","2017-12","Tuesday  ","18"
"RJ","2018-05","Wednesday","17"
"SP","2017-11","Thursday ","15"
"SE","2018-08","Thursday ","06"
"RJ","2017-11","Friday   ","18"
"SP","2018-01","Friday   ","14"
"SP","2018-01","Thursday ","10"
"SP","2018-07","Wednesday","16"
"SP","2018-07","Wednesday","16"
"BA","2018-01","Wednesday","19"
"PB","2018-02","Sunday   ","11"
"SP","2018-06","Friday   ","16"
"SP","2018-03","Thursday ","09"
"SP","2017-12","Wednesday","17"
"PA","2018-07","Monday   ","21"
"SP","2018-02","Saturday ","17"
"PR","2017-11","Monday   ","17"
"SP","2018-03","Thursday ","16"
"RJ","2017-11","Monday   ","15"
"RJ","2017-11","Monday   ","15"
"SP","2017-08","Sunday   ","16"
"SP","2018-03","Saturday ","20"
"RJ","2017-05","Thursday ","04"
"ES","2017-10","Monday   ","19"
"RJ","2018-07","Tuesday  ","10"
"SP","2017-07","Monday   ","22"
"PE","2018-04","Friday   ","09"
"PE","2018-04","Friday   ","09"
"PE","2018-04","Friday   ","09"
"RJ","2018-03","Wednesday","12"
"RJ","2018-03","Wednesday","12"
"SP","2017-11","Monday   ","21"
"SP","2017-06","Thursday ","01"
"PR","2018-03","Thursday ","00"
"SP","2018-08","Wednesday","17"
"SP","2018-04","Thursday ","19"
"BA","2017-03","Thursday ","16"
"RJ","2018-03","Sunday   ","23"
"RJ","2018-05","Saturday ","15"
"BA","2018-01","Sunday   ","13"
"BA","2017-05","Wednesday","22"
"SP","2017-03","Sunday   ","22"
"PI","2018-01","Monday   ","22"
"MG","2018-02","Wednesday","17"
"PA","2018-03","Saturday ","21"
"SP","2018-06","Tuesday  ","12"
"MG","2018-01","Monday   ","17"
"ES","2017-10","Saturday ","11"
"RJ","2017-12","Thursday ","19"
"SP","2017-04","Sunday   ","21"
"SP","2017-06","Tuesday  ","08"
"SP","2017-06","Tuesday  ","08"
"RS","2018-01","Monday   ","14"
"SC","2017-06","Wednesday","21"
"SC","2018-01","Saturday ","16"
"DF","2018-07","Sunday   ","22"
"PA","2017-11","Saturday ","03"
"PA","2017-11","Saturday ","03"
"PA","2017-11","Saturday ","03"
"SP","2018-08","Saturday ","07"
"RJ","2017-11","Friday   ","22"
"RJ","2017-07","Wednesday","01"
"MA","2018-01","Tuesday  ","11"
"SP","2018-01","Sunday   ","14"
"SP","2018-05","Wednesday","10"
"SP","2018-05","Wednesday","10"
"RS","2018-01","Monday   ","23"
"GO","2017-08","Sunday   ","15"
"GO","2017-08","Sunday   ","15"
"GO","2017-08","Sunday   ","15"
"SP","2018-04","Sunday   ","18"
"PR","2017-12","Friday   ","11"
"PI","2018-05","Tuesday  ","14"
"SP","2018-04","Thursday ","12"
"MS","2018-03","Wednesday","13"
"SP","2018-06","Wednesday","21"
"RJ","2018-01","Thursday ","12"
"SP","2018-02","Tuesday  ","21"
"RJ","2018-06","Wednesday","15"
"SP","2018-02","Monday   ","17"
"SP","2018-04","Wednesday","07"
"SP","2018-04","Wednesday","07"
"SP","2017-06","Tuesday  ","14"
"SP","2018-04","Thursday ","17"
"SP","2018-04","Thursday ","17"
"SP","2018-05","Friday   ","11"
"RJ","2018-05","Tuesday  ","14"
"RJ","2018-05","Tuesday  ","14"
"RJ","2018-05","Tuesday  ","14"
"SP","2017-05","Sunday   ","22"
"MG","2018-05","Saturday ","15"
"SC","2017-05","Wednesday","15"
"SC","2017-05","Wednesday","15"
"SC","2017-05","Wednesday","15"
"DF","2017-05","Wednesday","10"
"SP","2018-01","Wednesday","17"
"SP","2018-02","Friday   ","19"
"MG","2017-05","Sunday   ","11"
"RJ","2018-06","Thursday ","16"
"SP","2017-01","Monday   ","21"
"SP","2018-06","Thursday ","16"
"PR","2018-08","Friday   ","10"
"RS","2018-07","Monday   ","18"
"RJ","2018-05","Friday   ","20"
"SP","2018-02","Saturday ","11"
"MG","2018-04","Sunday   ","15"
"SP","2018-04","Monday   ","20"
"SP","2017-11","Thursday ","17"
"SP","2017-06","Wednesday","13"
"BA","2017-11","Friday   ","21"
"MG","2018-01","Saturday ","19"
"SP","2017-03","Wednesday","23"
"SP","2017-12","Tuesday  ","08"
"MA","2017-02","Thursday ","13"
"RS","2018-01","Monday   ","12"
"MG","2017-07","Thursday ","08"
"SP","2018-04","Tuesday  ","11"
"ES","2017-12","Friday   ","11"
"MG","2018-06","Wednesday","23"
"MG","2018-06","Wednesday","23"
"SP","2018-04","Thursday ","11"
"SP","2018-04","Thursday ","11"
"SP","2018-04","Thursday ","11"
"SP","2018-04","Thursday ","11"
"SP","2018-04","Thursday ","11"
"PB","2017-09","Tuesday  ","19"
"PB","2017-09","Tuesday  ","19"
"BA","2017-08","Wednesday","22"
"RJ","2018-07","Saturday ","17"
"ES","2018-05","Wednesday","15"
"SP","2018-05","Wednesday","09"
"SP","2018-05","Saturday ","16"
"SP","2018-03","Tuesday  ","16"
"RJ","2017-06","Friday   ","15"
"DF","2017-10","Tuesday  ","17"
"SP","2017-11","Friday   ","19"
"PE","2017-12","Wednesday","18"
"PR","2017-07","Friday   ","15"
"SP","2018-03","Thursday ","11"
"MG","2018-02","Wednesday","10"
"SP","2017-07","Monday   ","19"
"MG","2018-03","Friday   ","14"
"SP","2018-02","Monday   ","19"
"MA","2017-04","Saturday ","10"
"SC","2017-07","Friday   ","13"
"SP","2018-08","Wednesday","21"
"SP","2018-01","Monday   ","17"
"MG","2017-11","Wednesday","16"
"MG","2017-11","Wednesday","16"
"MG","2017-11","Wednesday","16"
"MG","2017-11","Wednesday","16"
"RS","2018-05","Tuesday  ","14"
"SP","2018-06","Tuesday  ","13"
"MG","2018-04","Sunday   ","18"
"MG","2018-07","Sunday   ","08"
"PE","2017-06","Monday   ","22"
"SP","2018-03","Friday   ","14"
"SP","2018-08","Tuesday  ","17"
"RJ","2017-04","Wednesday","14"
"SP","2018-05","Sunday   ","16"
"SP","2017-10","Tuesday  ","15"
"MG","2018-07","Thursday ","10"
"MG","2018-07","Thursday ","10"
"SP","2017-09","Saturday ","17"
"GO","2018-08","Wednesday","16"
"GO","2018-08","Wednesday","16"
"TO","2018-06","Sunday   ","18"
"SP","2018-02","Friday   ","16"
"SP","2018-01","Tuesday  ","20"
"MA","2018-08","Friday   ","19"
"SP","2018-07","Thursday ","11"
"SP","2018-07","Thursday ","11"
"SP","2018-03","Sunday   ","15"
"PR","2017-05","Tuesday  ","08"
"SC","2018-06","Thursday ","09"
"PB","2017-04","Friday   ","14"
"SP","2017-12","Tuesday  ","16"
"SP","2018-02","Friday   ","19"
"GO","2017-09","Sunday   ","04"
"MA","2017-10","Wednesday","11"
"MA","2017-10","Wednesday","11"
"SE","2018-06","Tuesday  ","20"
"BA","2018-01","Sunday   ","18"
"SC","2017-02","Monday   ","14"
"RO","2018-07","Friday   ","12"
"BA","2017-09","Thursday ","21"
"PE","2017-05","Sunday   ","23"
"BA","2017-05","Tuesday  ","10"
"SP","2017-11","Monday   ","23"
"CE","2017-10","Friday   ","21"
"CE","2017-10","Friday   ","21"
"SP","2018-05","Thursday ","13"
"RJ","2017-07","Friday   ","10"
"SP","2018-04","Thursday ","22"
"SP","2017-09","Friday   ","12"
"MA","2018-04","Sunday   ","15"
"SP","2017-02","Wednesday","20"
"RJ","2018-02","Tuesday  ","15"
"TO","2018-04","Friday   ","16"
"MG","2018-08","Thursday ","20"
"MG","2018-02","Tuesday  ","14"
"RJ","2017-06","Saturday ","22"
"PR","2018-07","Saturday ","20"
"SP","2018-02","Wednesday","22"
"MS","2018-03","Sunday   ","14"
"BA","2018-05","Monday   ","10"
"SP","2017-05","Sunday   ","21"
"SP","2017-11","Friday   ","11"
"MG","2017-05","Tuesday  ","09"
"SP","2017-07","Thursday ","15"
"RS","2017-08","Wednesday","15"
"SP","2018-02","Wednesday","12"
"SP","2018-06","Thursday ","02"
"MG","2018-03","Thursday ","20"
"SP","2018-03","Saturday ","09"
"SP","2018-07","Monday   ","21"
"SP","2018-05","Thursday ","17"
"SP","2018-06","Tuesday  ","00"
"SP","2018-04","Thursday ","21"
"SP","2018-06","Friday   ","20"
"RS","2018-04","Sunday   ","18"
"RJ","2018-07","Monday   ","23"
"SP","2018-07","Sunday   ","22"
"SP","2017-01","Thursday ","13"
"MG","2018-01","Thursday ","20"
"SP","2018-06","Friday   ","07"
"SP","2018-06","Friday   ","07"
"SP","2018-03","Friday   ","12"
"SP","2017-04","Saturday ","18"
"SP","2017-04","Saturday ","18"
"SP","2017-04","Saturday ","18"
"SP","2017-09","Monday   ","10"
"CE","2017-08","Saturday ","00"
"SP","2018-07","Tuesday  ","14"
"GO","2017-08","Thursday ","15"
"PR","2017-08","Monday   ","19"
"SC","2018-07","Friday   ","22"
"RS","2018-07","Tuesday  ","21"
"SE","2018-08","Thursday ","12"
"MG","2017-08","Wednesday","18"
"SC","2018-06","Tuesday  ","10"
"RS","2018-01","Wednesday","18"
"SP","2018-04","Tuesday  ","11"
"DF","2018-02","Monday   ","15"
"BA","2018-05","Sunday   ","19"
"SP","2017-07","Thursday ","20"
"SP","2017-07","Thursday ","20"
"RJ","2018-05","Monday   ","11"
"SP","2017-04","Friday   ","11"
"SP","2017-04","Friday   ","11"
"SC","2018-08","Wednesday","19"
"SP","2018-05","Thursday ","20"
"SP","2018-02","Thursday ","18"
"MG","2017-07","Monday   ","20"
"RS","2017-09","Monday   ","14"
"PE","2017-11","Monday   ","12"
"SP","2018-04","Monday   ","15"
"AL","2018-07","Tuesday  ","17"
"RS","2018-08","Thursday ","12"
"RS","2018-08","Thursday ","12"
"RS","2018-07","Monday   ","21"
"RS","2018-07","Monday   ","21"
"RS","2017-12","Monday   ","14"
"RS","2018-08","Saturday ","15"
"SP","2017-06","Friday   ","20"
"SP","2018-04","Thursday ","18"
"SP","2018-04","Thursday ","18"
"RJ","2017-10","Tuesday  ","17"
"RJ","2017-10","Tuesday  ","17"
"RJ","2017-10","Tuesday  ","17"
"SP","2018-08","Tuesday  ","09"
"SP","2018-08","Tuesday  ","09"
"SP","2018-08","Tuesday  ","09"
"SP","2018-08","Tuesday  ","09"
"SP","2018-08","Tuesday  ","09"
"SP","2017-12","Tuesday  ","15"
"SP","2017-12","Tuesday  ","15"
"SP","2017-09","Thursday ","15"
"SP","2018-07","Monday   ","13"
"SP","2017-10","Wednesday","11"
"MG","2017-11","Thursday ","10"
"SP","2017-10","Tuesday  ","00"
"RS","2017-07","Monday   ","21"
"SP","2017-10","Sunday   ","12"
"RS","2018-05","Saturday ","13"
"RJ","2017-06","Friday   ","13"
"SP","2018-01","Thursday ","22"
"SP","2018-01","Thursday ","22"
"MG","2017-01","Friday   ","16"
"MG","2017-03","Monday   ","14"
"SP","2018-06","Monday   ","18"
"SP","2018-06","Monday   ","18"
"RJ","2018-05","Thursday ","19"
"RJ","2017-12","Tuesday  ","12"
"DF","2017-09","Friday   ","16"
"MG","2017-10","Monday   ","16"
"GO","2017-06","Tuesday  ","12"
"SP","2017-07","Sunday   ","03"
"SP","2018-01","Wednesday","17"
"MT","2017-11","Saturday ","13"
"RJ","2018-02","Tuesday  ","12"
"RJ","2018-02","Tuesday  ","12"
"SP","2018-06","Thursday ","06"
"BA","2018-03","Sunday   ","18"
"SP","2017-10","Friday   ","22"
"RJ","2017-12","Thursday ","19"
"SP","2017-06","Monday   ","23"
"SP","2018-07","Wednesday","18"
"MS","2018-03","Saturday ","09"
"PE","2017-02","Tuesday  ","15"
"PR","2018-04","Sunday   ","23"
"SP","2017-08","Thursday ","00"
"SP","2018-08","Monday   ","14"
"SP","2018-05","Thursday ","23"
"PR","2017-11","Friday   ","17"
"PR","2017-11","Friday   ","17"
"RS","2018-07","Saturday ","21"
"SP","2018-03","Friday   ","20"
"PA","2018-07","Thursday ","00"
"RJ","2017-11","Saturday ","00"
"RJ","2017-09","Thursday ","13"
"PI","2018-03","Sunday   ","17"
"SP","2018-07","Friday   ","16"
"SP","2017-12","Wednesday","10"
"MT","2018-01","Thursday ","11"
"SP","2017-12","Thursday ","09"
"MA","2017-02","Wednesday","22"
"SP","2017-11","Wednesday","01"
"SP","2017-06","Monday   ","10"
"SP","2018-04","Tuesday  ","19"
"SP","2017-10","Monday   ","11"
"RJ","2018-06","Wednesday","13"
"SP","2018-08","Thursday ","17"
"SP","2018-06","Monday   ","14"
"RJ","2017-05","Tuesday  ","12"
"SP","2018-01","Tuesday  ","10"
"SP","2017-04","Wednesday","14"
"MG","2018-05","Monday   ","10"
"RJ","2017-11","Wednesday","21"
"MG","2017-05","Saturday ","21"
"SP","2018-06","Sunday   ","16"
"SP","2018-03","Friday   ","15"
"MG","2018-03","Tuesday  ","13"
"RJ","2017-11","Wednesday","21"
"SP","2017-12","Wednesday","22"
"SP","2017-12","Wednesday","22"
"RJ","2018-03","Wednesday","22"
"SP","2018-03","Saturday ","12"
"MG","2017-07","Monday   ","10"
"MS","2018-07","Thursday ","10"
"GO","2017-10","Tuesday  ","20"
"SP","2018-08","Friday   ","11"
"SP","2017-08","Wednesday","14"
"SP","2017-11","Monday   ","16"
"RJ","2018-05","Monday   ","15"
"RS","2018-03","Thursday ","22"
"RS","2018-03","Thursday ","22"
"RS","2018-03","Thursday ","22"
"RS","2018-03","Thursday ","22"
"SP","2018-02","Tuesday  ","08"
"SC","2018-07","Tuesday  ","12"
"RJ","2018-08","Thursday ","12"
"RJ","2017-10","Tuesday  ","11"
"GO","2017-11","Thursday ","23"
"RJ","2018-05","Monday   ","11"
"MG","2017-10","Friday   ","08"
"SP","2018-08","Friday   ","13"
"RJ","2017-10","Sunday   ","12"
"RJ","2017-10","Tuesday  ","22"
"RJ","2018-08","Saturday ","19"
"DF","2017-11","Tuesday  ","19"
"SC","2017-07","Monday   ","13"
"PE","2017-08","Wednesday","20"
"SP","2018-07","Saturday ","14"
"SP","2017-08","Sunday   ","15"
"SP","2017-07","Wednesday","14"
"SP","2018-06","Wednesday","17"
"SP","2018-06","Wednesday","17"
"MG","2018-06","Thursday ","13"
"SP","2017-09","Wednesday","02"
"RJ","2018-03","Thursday ","22"
"MG","2018-07","Tuesday  ","18"
"SP","2017-12","Saturday ","14"
"SP","2018-04","Friday   ","14"
"SP","2018-04","Friday   ","14"
"RJ","2018-07","Monday   ","16"
"SP","2018-07","Sunday   ","15"
"MT","2018-05","Wednesday","00"
"MT","2018-05","Wednesday","00"
"SP","2017-12","Friday   ","12"
"MG","2018-08","Sunday   ","14"
"MG","2018-03","Wednesday","11"
"MT","2018-05","Monday   ","20"
"PE","2018-02","Friday   ","23"
"RS","2017-05","Friday   ","23"
"RJ","2017-07","Saturday ","10"
"CE","2017-09","Friday   ","15"
"SP","2018-08","Wednesday","11"
"SP","2018-06","Friday   ","11"
"SC","2018-08","Wednesday","14"
"BA","2017-06","Saturday ","10"
"RS","2017-04","Tuesday  ","17"
"SP","2017-10","Tuesday  ","17"
"SP","2017-10","Tuesday  ","17"
"SP","2017-10","Tuesday  ","17"
"SP","2017-10","Tuesday  ","17"
"SP","2017-09","Saturday ","11"
"SP","2017-09","Saturday ","11"
"RJ","2017-10","Friday   ","20"
"PA","2018-02","Thursday ","19"
"SP","2017-08","Thursday ","10"
"SP","2017-08","Thursday ","10"
"BA","2018-03","Monday   ","22"
"SP","2017-12","Sunday   ","20"
"SP","2017-12","Sunday   ","20"
"RJ","2018-01","Tuesday  ","21"
"SP","2017-05","Friday   ","11"
"SP","2018-06","Saturday ","09"
"SP","2017-06","Tuesday  ","20"
"SP","2017-05","Wednesday","11"
"ES","2017-02","Sunday   ","19"
"PA","2017-02","Monday   ","23"
"RJ","2018-07","Monday   ","20"
"RS","2018-01","Friday   ","22"
"RS","2018-01","Friday   ","22"
"SC","2017-07","Wednesday","14"
"SC","2017-07","Wednesday","14"
"RS","2017-03","Thursday ","19"
"PR","2018-01","Monday   ","12"
"SP","2018-03","Tuesday  ","09"
"RJ","2017-12","Monday   ","21"
"PR","2018-05","Wednesday","21"
"SP","2018-06","Thursday ","19"
"SP","2018-06","Thursday ","19"
"SP","2018-06","Thursday ","19"
"SP","2018-06","Thursday ","19"
"SP","2018-06","Wednesday","11"
"PR","2018-06","Thursday ","16"
"RJ","2017-06","Monday   ","19"
"MT","2017-11","Friday   ","19"
"SP","2018-02","Friday   ","13"
"SP","2017-12","Sunday   ","17"
"SP","2018-06","Thursday ","18"
"RJ","2017-10","Friday   ","20"
"MG","2018-06","Tuesday  ","19"
"DF","2018-05","Thursday ","10"
"MS","2018-03","Monday   ","10"
"RJ","2017-12","Monday   ","22"
"SC","2018-07","Saturday ","20"
"SP","2017-12","Friday   ","22"
"RJ","2017-08","Wednesday","19"
"SP","2017-12","Friday   ","23"
"RJ","2017-04","Wednesday","09"
"SP","2017-09","Friday   ","09"
"SP","2018-07","Thursday ","22"
"RJ","2017-12","Wednesday","09"
"MG","2017-07","Monday   ","22"
"RS","2018-01","Saturday ","19"
"RS","2018-01","Saturday ","19"
"RJ","2017-06","Wednesday","17"
"DF","2017-09","Monday   ","20"
"MS","2017-09","Tuesday  ","13"
"DF","2017-12","Thursday ","11"
"MG","2017-09","Saturday ","11"
"MG","2017-03","Tuesday  ","21"
"SP","2017-11","Friday   ","19"
"PR","2018-03","Saturday ","12"
"PR","2018-03","Saturday ","12"
"MG","2017-04","Tuesday  ","16"
"DF","2018-03","Friday   ","15"
"SP","2018-04","Saturday ","16"
"RJ","2017-10","Monday   ","21"
"RJ","2017-11","Friday   ","19"
"SP","2017-04","Thursday ","11"
"RS","2018-06","Wednesday","16"
"BA","2017-03","Friday   ","00"
"CE","2017-03","Friday   ","14"
"SP","2017-10","Tuesday  ","21"
"SP","2018-04","Sunday   ","14"
"CE","2017-12","Tuesday  ","15"
"RO","2018-05","Monday   ","12"
"SP","2018-02","Saturday ","09"
"SP","2018-07","Monday   ","15"
"RJ","2017-06","Wednesday","23"
"SP","2017-02","Tuesday  ","02"
"RJ","2018-07","Tuesday  ","15"
"SP","2018-01","Saturday ","11"
"DF","2017-10","Monday   ","15"
"TO","2018-04","Monday   ","11"
"MG","2018-07","Saturday ","23"
"SP","2018-07","Saturday ","13"
"SP","2017-06","Tuesday  ","22"
"SP","2017-07","Friday   ","02"
"DF","2017-05","Thursday ","19"
"PE","2017-08","Sunday   ","17"
"RS","2017-05","Wednesday","15"
"RS","2017-05","Wednesday","15"
"GO","2017-04","Saturday ","13"
"SP","2018-04","Thursday ","08"
"SP","2018-04","Thursday ","14"
"SP","2018-06","Thursday ","21"
"SP","2018-07","Thursday ","13"
"RJ","2017-11","Tuesday  ","19"
"SC","2017-11","Friday   ","23"
"RJ","2017-12","Monday   ","00"
"RJ","2017-08","Thursday ","08"
"SP","2018-04","Thursday ","06"
"RJ","2017-05","Tuesday  ","16"
"SC","2018-02","Saturday ","09"
"SP","2017-09","Friday   ","19"
"MG","2018-02","Monday   ","15"
"SP","2017-03","Thursday ","12"
"RJ","2017-09","Tuesday  ","17"
"SP","2018-03","Thursday ","10"
"MG","2017-02","Monday   ","15"
"SP","2017-09","Monday   ","10"
"SP","2018-05","Monday   ","20"
"SP","2018-05","Tuesday  ","16"
"SC","2017-04","Saturday ","18"
"SC","2017-04","Saturday ","18"
"SP","2017-11","Thursday ","12"
"SC","2017-11","Friday   ","08"
"SP","2018-02","Friday   ","13"
"SP","2018-04","Tuesday  ","07"
"SP","2017-02","Tuesday  ","12"
"RJ","2018-03","Monday   ","13"
"BA","2018-03","Friday   ","20"
"SP","2018-08","Friday   ","17"
"GO","2017-09","Friday   ","21"
"GO","2017-09","Friday   ","21"
"MT","2018-03","Sunday   ","15"
"SP","2018-07","Tuesday  ","00"
"RJ","2018-01","Friday   ","18"
"SP","2018-06","Monday   ","18"
"RS","2018-02","Sunday   ","11"
"SP","2017-08","Tuesday  ","15"
"SP","2017-08","Tuesday  ","15"
"SP","2017-11","Wednesday","08"
"RJ","2017-10","Wednesday","01"
"SP","2018-03","Wednesday","20"
"PR","2018-01","Friday   ","16"
"SP","2018-02","Thursday ","14"
"SP","2017-08","Monday   ","13"
"SP","2017-08","Wednesday","14"
"SP","2017-08","Wednesday","14"
"SP","2017-08","Wednesday","14"
"RJ","2017-11","Friday   ","22"
"GO","2018-06","Thursday ","18"
"MG","2018-06","Monday   ","21"
"MG","2017-01","Wednesday","22"
"SP","2018-04","Sunday   ","22"
"SP","2018-04","Sunday   ","22"
"RJ","2017-12","Sunday   ","19"
"SP","2018-05","Tuesday  ","20"
"BA","2018-02","Saturday ","22"
"SP","2017-11","Monday   ","15"
"RJ","2017-11","Saturday ","10"
"SP","2018-07","Wednesday","08"
"BA","2018-08","Tuesday  ","22"
"RS","2018-05","Wednesday","20"
"MG","2018-08","Wednesday","20"
"SP","2018-03","Wednesday","01"
"SP","2018-04","Friday   ","09"
"SP","2018-04","Friday   ","09"
"RS","2018-01","Tuesday  ","11"
"RJ","2018-08","Friday   ","12"
"DF","2018-04","Thursday ","08"
"SP","2018-03","Saturday ","08"
"SP","2017-09","Sunday   ","20"
"ES","2017-12","Friday   ","09"
"BA","2018-03","Thursday ","14"
"SP","2017-09","Tuesday  ","13"
"MG","2017-10","Thursday ","12"
"BA","2018-08","Wednesday","19"
"MG","2017-10","Thursday ","12"
"PA","2017-08","Wednesday","16"
"RJ","2018-06","Friday   ","20"
"RJ","2017-12","Wednesday","00"
"SP","2018-01","Thursday ","23"
"MS","2017-07","Wednesday","13"
"MG","2017-06","Friday   ","19"
"SC","2018-02","Thursday ","21"
"SP","2018-05","Tuesday  ","08"
"SP","2018-05","Tuesday  ","08"
"SP","2018-05","Tuesday  ","08"
"SP","2018-05","Tuesday  ","08"
"SP","2018-05","Tuesday  ","08"
"SP","2018-05","Tuesday  ","08"
"SP","2018-05","Tuesday  ","18"
"SP","2017-04","Tuesday  ","14"
"DF","2017-03","Thursday ","14"
"CE","2018-06","Wednesday","10"
"RJ","2018-02","Monday   ","13"
"TO","2018-08","Monday   ","09"
"SP","2017-10","Wednesday","10"
"SP","2017-10","Wednesday","10"
"SP","2017-10","Wednesday","10"
"SP","2017-10","Wednesday","10"
"SP","2018-03","Tuesday  ","14"
"RN","2017-11","Sunday   ","12"
"SP","2018-04","Saturday ","18"
"RJ","2018-05","Tuesday  ","11"
"SP","2017-05","Wednesday","11"
"SP","2018-03","Thursday ","12"
"SP","2018-03","Thursday ","12"
"RJ","2017-07","Monday   ","15"
"TO","2018-02","Friday   ","20"
"MG","2018-06","Thursday ","18"
"MG","2018-07","Tuesday  ","19"
"RJ","2018-06","Friday   ","06"
"MG","2018-08","Tuesday  ","14"
"SP","2018-03","Tuesday  ","14"
"ES","2018-07","Saturday ","13"
"SP","2017-12","Sunday   ","13"
"MG","2018-03","Friday   ","12"
"MG","2018-03","Friday   ","12"
"RJ","2017-10","Friday   ","14"
"PA","2018-01","Monday   ","11"
"RJ","2017-12","Monday   ","23"
"RS","2017-12","Saturday ","15"
"SP","2018-08","Sunday   ","20"
"TO","2017-01","Tuesday  ","14"
"SP","2017-07","Saturday ","21"
"MG","2018-05","Tuesday  ","04"
"RJ","2018-01","Wednesday","10"
"MG","2018-04","Monday   ","23"
"RJ","2017-06","Wednesday","17"
"SP","2018-06","Sunday   ","23"
"RS","2018-04","Monday   ","21"
"SP","2017-06","Thursday ","21"
"ES","2018-04","Monday   ","22"
"RJ","2017-03","Saturday ","19"
"SP","2018-08","Wednesday","18"
"MG","2018-01","Friday   ","14"
"RS","2018-08","Friday   ","11"
"BA","2018-01","Sunday   ","15"
"SP","2018-02","Tuesday  ","16"
"RJ","2018-07","Sunday   ","20"
"SP","2018-03","Wednesday","22"
"ES","2017-12","Sunday   ","13"
"SC","2017-12","Sunday   ","08"
"SC","2017-12","Sunday   ","08"
"SC","2018-04","Wednesday","22"
"SP","2018-01","Thursday ","22"
"SP","2018-01","Thursday ","22"
"SP","2017-12","Monday   ","15"
"SC","2018-05","Thursday ","16"
"SP","2018-06","Thursday ","16"
"SP","2018-06","Thursday ","16"
"PR","2017-11","Wednesday","20"
"SP","2017-06","Wednesday","11"
"SP","2017-04","Wednesday","23"
"SP","2017-03","Wednesday","15"
"RJ","2017-08","Friday   ","09"
"SP","2018-06","Tuesday  ","15"
"SP","2018-05","Wednesday","07"
"SP","2017-11","Saturday ","16"
"SP","2017-05","Wednesday","08"
"SP","2018-03","Thursday ","14"
"SP","2018-03","Tuesday  ","12"
"SP","2018-05","Saturday ","09"
"SP","2018-05","Saturday ","09"
"SP","2018-05","Saturday ","09"
"SP","2018-05","Saturday ","09"
"SP","2018-05","Friday   ","15"
"MG","2018-06","Sunday   ","13"
"SP","2018-07","Wednesday","15"
"RS","2017-08","Sunday   ","15"
"RJ","2017-04","Monday   ","07"
"DF","2017-11","Saturday ","16"
"SP","2018-08","Monday   ","17"
"GO","2018-04","Wednesday","17"
"DF","2018-05","Tuesday  ","19"
"SP","2018-06","Wednesday","19"
"SP","2018-07","Friday   ","21"
